flight_number,airline_name,flight_status,scheduled_departure,estimated_departure,actual_departure,departure_date,departure_time,departure_delay,flight_type
rr6221,ryanair sun,active,2023-05-20t09:30:00.000,2023-05-20t09:30:00.000,2023-05-20 09:36:00,2023-05-20,09:36:00,6,Regular departures
u2245,easyjet,active,2023-05-20t09:50:00.000,2023-05-20t09:50:00.000,2023-05-20 09:56:00,2023-05-20,09:56:00,7,Regular departures
u22835,easyjet,active,2023-05-20t10:25:00.000,2023-05-20t10:25:00.000,2023-05-20 10:46:00,2023-05-20,10:46:00,21,Regular departures
u22895,easyjet,active,2023-05-20t10:40:00.000,2023-05-20t10:40:00.000,2023-05-20 11:10:00,2023-05-20,11:10:00,30,Regular departures
u2406,easyjet,active,2023-05-20t12:25:00.000,2023-05-20t12:25:00.000,2023-05-20 12:37:00,2023-05-20,12:37:00,13,Regular departures
x36616,tuifly,active,2023-05-20t12:45:00.000,2023-05-20t13:25:00.000,2023-05-20 13:35:00,2023-05-20,13:35:00,51,Regular departures
u22711,easyjet,active,2023-05-20t12:45:00.000,2023-05-20t12:54:00.000,2023-05-20 13:14:00,2023-05-20,13:14:00,29,Regular departures
u22781,easyjet,active,2023-05-20t13:10:00.000,2023-05-20t13:24:00.000,2023-05-20 13:33:00,2023-05-20,13:33:00,24,Regular departures
u24980,easyjet,active,2023-05-20t13:10:00.000,2023-05-20t13:10:00.000,2023-05-20 13:17:00,2023-05-20,13:17:00,8,Regular departures
ls1809,jet2,active,2023-05-20t13:15:00.000,2023-05-20t13:50:00.000,2023-05-20 13:39:00,2023-05-20,13:39:00,24,Regular departures
fr155,ryanair,active,2023-05-20t13:35:00.000,2023-05-20t13:35:00.000,2023-05-20 13:46:00,2023-05-20,13:46:00,12,Regular departures
x3824,tuifly,active,2023-05-20t13:35:00.000,2023-05-20t13:41:00.000,2023-05-20 14:04:00,2023-05-20,14:04:00,29,Regular departures
x36676,tuifly,active,2023-05-20t13:35:00.000,2023-05-20t13:31:00.000,2023-05-20 13:41:00,2023-05-20,13:41:00,6,Regular departures
fr8234,ryanair,active,2023-05-20t13:45:00.000,2023-05-20t13:45:00.000,2023-05-20 13:57:00,2023-05-20,13:57:00,13,Regular departures
ls1891,jet2,active,2023-05-20t13:45:00.000,2023-05-20t13:59:00.000,2023-05-20 13:59:00,2023-05-20,13:59:00,15,Regular departures
u22719,easyjet,active,2023-05-20t13:55:00.000,2023-05-20t13:55:00.000,2023-05-20 14:35:00,2023-05-20,14:35:00,41,Regular departures
ls1827,jet2,active,2023-05-20t14:00:00.000,2023-05-20t14:30:00.000,2023-05-20 14:44:00,2023-05-20,14:44:00,45,Regular departures
fr3161,ryanair,active,2023-05-20t14:05:00.000,2023-05-20t14:05:00.000,2023-05-20 14:29:00,2023-05-20,14:29:00,25,Regular departures
ls1817,jet2,active,2023-05-20t14:05:00.000,2023-05-20t14:20:00.000,2023-05-20 14:27:00,2023-05-20,14:27:00,23,Regular departures
ls1881,jet2,active,2023-05-20t14:15:00.000,2023-05-20t14:50:00.000,2023-05-20 14:57:00,2023-05-20,14:57:00,43,Regular departures
u22901,easyjet,active,2023-05-20t14:40:00.000,2023-05-20t14:40:00.000,2023-05-20 15:02:00,2023-05-20,15:02:00,23,Regular departures
x36664,tuifly,active,2023-05-20t15:00:00.000,2023-05-20t15:07:00.000,2023-05-20 15:22:00,2023-05-20,15:22:00,22,Regular departures
x3696,tuifly,active,2023-05-20t06:15:00.000,2023-05-20t06:25:00.000,2023-05-20 06:33:00,2023-05-20,06:33:00,18,Shoulder hour flights
u22801,easyjet,active,2023-05-20t15:20:00.000,2023-05-20t15:20:00.000,2023-05-20 15:34:00,2023-05-20,15:34:00,14,Regular departures
fr2798,ryanair,active,2023-05-20t15:35:00.000,2023-05-20t15:50:00.000,2023-05-20 15:37:00,2023-05-20,15:37:00,3,Regular departures
u22923,easyjet,active,2023-05-20t15:40:00.000,2023-05-20t15:40:00.000,2023-05-20 15:57:00,2023-05-20,15:57:00,17,Regular departures
x36654,tuifly,active,2023-05-20t16:10:00.000,2023-05-20t16:16:00.000,2023-05-20 16:21:00,2023-05-20,16:21:00,12,Regular departures
fr1591,ryanair,active,2023-05-20t16:15:00.000,2023-05-20t16:30:00.000,2023-05-20 16:24:00,2023-05-20,16:24:00,10,Regular departures
u22851,easyjet,active,2023-05-20t16:20:00.000,2023-05-20t17:09:00.000,2023-05-20 17:07:00,2023-05-20,17:07:00,48,Regular departures
u22809,easyjet,active,2023-05-20t16:50:00.000,2023-05-20t17:19:00.000,2023-05-20 17:32:00,2023-05-20,17:32:00,42,Regular departures
u22729,easyjet,active,2023-05-20t17:20:00.000,2023-05-20t17:20:00.000,2023-05-20 17:47:00,2023-05-20,17:47:00,27,Regular departures
ey5802,etihad airways,active,2023-05-20t17:30:00.000,2023-05-20t17:30:00.000,2023-05-20 17:39:00,2023-05-20,17:39:00,10,Regular departures
kq1054,kenya airways,active,2023-05-20t17:30:00.000,2023-05-20t17:30:00.000,2023-05-20 17:39:00,2023-05-20,17:39:00,10,Regular departures
vs7046,virgin atlantic,active,2023-05-20t17:30:00.000,2023-05-20t17:30:00.000,2023-05-20 17:39:00,2023-05-20,17:39:00,10,Regular departures
kl1054,klm,active,2023-05-20t17:30:00.000,2023-05-20t17:30:00.000,2023-05-20 17:39:00,2023-05-20,17:39:00,10,Regular departures
lh973,lufthansa,active,2023-05-20t17:45:00.000,2023-05-20t17:50:00.000,2023-05-20 17:56:00,2023-05-20,17:56:00,11,Regular departures
u22765,easyjet,active,2023-05-20t18:00:00.000,2023-05-20t18:04:00.000,2023-05-20 18:17:00,2023-05-20,18:17:00,18,Regular departures
xc3336,corendon air,active,2023-05-20t18:15:00.000,2023-05-20t18:15:00.000,2023-05-20 18:55:00,2023-05-20,18:55:00,40,Regular departures
u22875,easyjet,active,2023-05-20t18:20:00.000,2023-05-20t18:42:00.000,2023-05-20 19:07:00,2023-05-20,19:07:00,47,Regular departures
u22775,easyjet,active,2023-05-20t18:50:00.000,2023-05-20t19:09:00.000,2023-05-20 19:35:00,2023-05-20,19:35:00,46,Regular departures
fr9336,ryanair,active,2023-05-20t19:05:00.000,2023-05-20t19:05:00.000,2023-05-20 19:29:00,2023-05-20,19:29:00,25,Regular departures
u22727,easyjet,active,2023-05-20t19:10:00.000,2023-05-20t19:10:00.000,2023-05-20 19:22:00,2023-05-20,19:22:00,13,Regular departures
fr3560,ryanair,active,2023-05-20t19:30:00.000,2023-05-20t19:55:00.000,2023-05-20 20:08:00,2023-05-20,20:08:00,39,Regular departures
u27004,easyjet,active,2023-05-20t19:45:00.000,2023-05-20t19:45:00.000,2023-05-20 20:03:00,2023-05-20,20:03:00,19,Regular departures
u22725,easyjet,active,2023-05-20t19:55:00.000,2023-05-20t19:55:00.000,2023-05-20 20:10:00,2023-05-20,20:10:00,16,Regular departures
u27268,easyjet,active,2023-05-20t19:55:00.000,2023-05-20t20:21:00.000,2023-05-20 20:41:00,2023-05-20,20:41:00,47,Regular departures
fr509,ryanair,active,2023-05-20t20:35:00.000,2023-05-20t20:35:00.000,2023-05-20 20:34:00,2023-05-20,20:34:00,0,Regular departures
si491,blue islands,active,2023-05-20t18:10:00.000,2023-05-20t18:20:00.000,2023-05-20 18:34:00,2023-05-20,18:34:00,24,Regular departures
u22813,easyjet,active,2023-05-20t07:00:00.000,2023-05-20t07:00:00.000,2023-05-20 07:04:00,2023-05-20,07:04:00,5,Regular departures
u22715,easyjet,active,2023-05-20t06:00:00.000,2023-05-20t06:00:00.000,2023-05-20 06:42:00,2023-05-20,06:42:00,43,Shoulder hour flights
x36672,tuifly,active,2023-05-20t06:05:00.000,2023-05-20t06:05:00.000,2023-05-20 06:09:00,2023-05-20,06:09:00,4,Shoulder hour flights
u22721,easyjet,active,2023-05-20t06:10:00.000,2023-05-20t06:10:00.000,2023-05-20 06:19:00,2023-05-20,06:19:00,9,Shoulder hour flights
u22731,easyjet,active,2023-05-20t06:10:00.000,2023-05-20t06:10:00.000,2023-05-20 06:38:00,2023-05-20,06:38:00,29,Shoulder hour flights
u22921,easyjet,active,2023-05-20t06:10:00.000,2023-05-20t06:10:00.000,2023-05-20 06:29:00,2023-05-20,06:29:00,20,Shoulder hour flights
ls1821,jet2,active,2023-05-20t06:15:00.000,2023-05-20t06:15:00.000,2023-05-20 06:26:00,2023-05-20,06:26:00,12,Shoulder hour flights
u22702,easyjet,active,2023-05-20t06:15:00.000,2023-05-20t06:15:00.000,2023-05-20 06:45:00,2023-05-20,06:45:00,30,Shoulder hour flights
x36680,tuifly,active,2023-05-20t06:20:00.000,2023-05-20t06:00:00.000,2023-05-20 06:14:00,2023-05-20,06:14:00,0,Shoulder hour flights
fr505,ryanair,active,2023-05-20t06:25:00.000,2023-05-20t06:25:00.000,2023-05-20 06:40:00,2023-05-20,06:40:00,16,Shoulder hour flights
u22877,easyjet,active,2023-05-20t06:25:00.000,2023-05-20t06:25:00.000,2023-05-20 06:47:00,2023-05-20,06:47:00,22,Shoulder hour flights
ls1805,jet2,active,2023-05-20t06:55:00.000,2023-05-20t06:55:00.000,2023-05-20 06:59:00,2023-05-20,06:59:00,5,Shoulder hour flights
u22891,easyjet,active,2023-05-20t06:55:00.000,2023-05-20t06:55:00.000,2023-05-20 07:27:00,2023-05-20,07:27:00,32,Regular departures
fr4133,ryanair,active,2023-05-20t07:00:00.000,2023-05-20t07:00:00.000,2023-05-20 07:07:00,2023-05-20,07:07:00,7,Regular departures
ls1859,jet2,active,2023-05-20t07:00:00.000,2023-05-20t07:00:00.000,2023-05-20 07:19:00,2023-05-20,07:19:00,20,Regular departures
u22705,easyjet,active,2023-05-20t07:00:00.000,2023-05-20t07:00:00.000,2023-05-20 07:09:00,2023-05-20,07:09:00,9,Regular departures
u2213,easyjet,active,2023-05-20t07:05:00.000,2023-05-20t07:05:00.000,2023-05-20 07:23:00,2023-05-20,07:23:00,19,Regular departures
u2223,easyjet,active,2023-05-20t07:05:00.000,2023-05-20t07:05:00.000,2023-05-20 07:12:00,2023-05-20,07:12:00,7,Regular departures
u22831,easyjet,active,2023-05-20t07:10:00.000,2023-05-20t07:35:00.000,2023-05-20 07:45:00,2023-05-20,07:45:00,35,Regular departures
fr2292,ryanair,active,2023-05-20t07:20:00.000,2023-05-20t07:20:00.000,2023-05-20 07:21:00,2023-05-20,07:21:00,2,Regular departures
u22763,easyjet,active,2023-05-20t07:20:00.000,2023-05-20t07:20:00.000,2023-05-20 07:50:00,2023-05-20,07:50:00,31,Regular departures
ls1871,jet2,active,2023-05-20t07:30:00.000,2023-05-20t07:30:00.000,2023-05-20 07:43:00,2023-05-20,07:43:00,13,Regular departures
x36660,tuifly,active,2023-05-20t07:55:00.000,2023-05-20t07:55:00.000,2023-05-20 08:06:00,2023-05-20,08:06:00,12,Regular departures
,centreline,active,2023-05-20t08:05:00.000,2023-05-20t08:15:00.000,2023-05-20 08:09:00,2023-05-20,08:09:00,5,Regular departures
fr8681,ryanair,active,2023-05-20t08:15:00.000,2023-05-20t08:15:00.000,2023-05-20 08:44:00,2023-05-20,08:44:00,29,Regular departures
fr5341,ryanair,active,2023-05-20t08:20:00.000,2023-05-20t08:20:00.000,2023-05-20 08:28:00,2023-05-20,08:28:00,9,Regular departures
w61020,wizz air,active,2023-05-20t08:20:00.000,2023-05-20t08:33:00.000,2023-05-20 08:36:00,2023-05-20,08:36:00,16,Regular departures
x36662,tuifly,active,2023-05-20t08:25:00.000,2023-05-20t08:25:00.000,2023-05-20 08:40:00,2023-05-20,08:40:00,15,Regular departures
ba8937,british airways,active,2023-05-20t08:25:00.000,2023-05-20t08:25:00.000,2023-05-20 08:48:00,2023-05-20,08:48:00,23,Regular departures
ei3281,aer lingus,active,2023-05-20t08:25:00.000,2023-05-20t08:25:00.000,2023-05-20 08:48:00,2023-05-20,08:48:00,23,Regular departures
fr8254,ryanair,active,2023-05-20t16:20:00.000,2023-05-20t16:20:00.000,2023-05-20 16:32:00,2023-05-20,16:32:00,12,Regular departures
fr4121,ryanair,active,2023-05-20t08:30:00.000,2023-05-20t08:30:00.000,2023-05-20 08:52:00,2023-05-20,08:52:00,22,Regular departures
fr4755,ryanair,active,2023-05-20t08:50:00.000,2023-05-20t08:50:00.000,2023-05-20 08:56:00,2023-05-20,08:56:00,6,Regular departures
dl9423,delta air lines,active,2023-05-20t09:15:00.000,2023-05-20t09:15:00.000,2023-05-20 09:38:00,2023-05-20,09:38:00,23,Regular departures
ey5843,etihad airways,active,2023-05-20t09:15:00.000,2023-05-20t09:15:00.000,2023-05-20 09:38:00,2023-05-20,09:38:00,23,Regular departures
kq1050,kenya airways,active,2023-05-20t09:15:00.000,2023-05-20t09:15:00.000,2023-05-20 09:38:00,2023-05-20,09:38:00,23,Regular departures
vs7044,virgin atlantic,active,2023-05-20t09:15:00.000,2023-05-20t09:15:00.000,2023-05-20 09:38:00,2023-05-20,09:38:00,23,Regular departures
kl1050,klm,active,2023-05-20t09:15:00.000,2023-05-20t09:15:00.000,2023-05-20 09:38:00,2023-05-20,09:38:00,23,Regular departures
rr6221,ryanair sun,active,2023-05-20t09:30:00.000,2023-05-20t09:30:00.000,2023-05-20 09:36:00,2023-05-20,09:36:00,6,Regular departures
u2245,easyjet,active,2023-05-20t09:50:00.000,2023-05-20t09:50:00.000,2023-05-20 09:56:00,2023-05-20,09:56:00,7,Regular departures
u22835,easyjet,active,2023-05-20t10:25:00.000,2023-05-20t10:25:00.000,2023-05-20 10:46:00,2023-05-20,10:46:00,21,Regular departures
u22895,easyjet,active,2023-05-20t10:40:00.000,2023-05-20t10:40:00.000,2023-05-20 11:10:00,2023-05-20,11:10:00,30,Regular departures
u2406,easyjet,active,2023-05-20t12:25:00.000,2023-05-20t12:25:00.000,2023-05-20 12:37:00,2023-05-20,12:37:00,13,Regular departures
x36616,tuifly,active,2023-05-20t12:45:00.000,2023-05-20t13:25:00.000,2023-05-20 13:35:00,2023-05-20,13:35:00,51,Regular departures
u22711,easyjet,active,2023-05-20t12:45:00.000,2023-05-20t12:54:00.000,2023-05-20 13:14:00,2023-05-20,13:14:00,29,Regular departures
u22781,easyjet,active,2023-05-20t13:10:00.000,2023-05-20t13:24:00.000,2023-05-20 13:33:00,2023-05-20,13:33:00,24,Regular departures
u24980,easyjet,active,2023-05-20t13:10:00.000,2023-05-20t13:10:00.000,2023-05-20 13:17:00,2023-05-20,13:17:00,8,Regular departures
ls1809,jet2,active,2023-05-20t13:15:00.000,2023-05-20t13:50:00.000,2023-05-20 13:39:00,2023-05-20,13:39:00,24,Regular departures
fr155,ryanair,active,2023-05-20t13:35:00.000,2023-05-20t13:35:00.000,2023-05-20 13:46:00,2023-05-20,13:46:00,12,Regular departures
x3824,tuifly,active,2023-05-20t13:35:00.000,2023-05-20t13:41:00.000,2023-05-20 14:04:00,2023-05-20,14:04:00,29,Regular departures
x36676,tuifly,active,2023-05-20t13:35:00.000,2023-05-20t13:31:00.000,2023-05-20 13:41:00,2023-05-20,13:41:00,6,Regular departures
fr8234,ryanair,active,2023-05-20t13:45:00.000,2023-05-20t13:45:00.000,2023-05-20 13:57:00,2023-05-20,13:57:00,13,Regular departures
ls1891,jet2,active,2023-05-20t13:45:00.000,2023-05-20t13:59:00.000,2023-05-20 13:59:00,2023-05-20,13:59:00,15,Regular departures
u22719,easyjet,active,2023-05-20t13:55:00.000,2023-05-20t13:55:00.000,2023-05-20 14:35:00,2023-05-20,14:35:00,41,Regular departures
ls1827,jet2,active,2023-05-20t14:00:00.000,2023-05-20t14:30:00.000,2023-05-20 14:44:00,2023-05-20,14:44:00,45,Regular departures
fr3161,ryanair,active,2023-05-20t14:05:00.000,2023-05-20t14:05:00.000,2023-05-20 14:29:00,2023-05-20,14:29:00,25,Regular departures
ls1817,jet2,active,2023-05-20t14:05:00.000,2023-05-20t14:20:00.000,2023-05-20 14:27:00,2023-05-20,14:27:00,23,Regular departures
ls1881,jet2,active,2023-05-20t14:15:00.000,2023-05-20t14:50:00.000,2023-05-20 14:57:00,2023-05-20,14:57:00,43,Regular departures
u22901,easyjet,active,2023-05-20t14:40:00.000,2023-05-20t14:40:00.000,2023-05-20 15:02:00,2023-05-20,15:02:00,23,Regular departures
x36664,tuifly,active,2023-05-20t15:00:00.000,2023-05-20t15:07:00.000,2023-05-20 15:22:00,2023-05-20,15:22:00,22,Regular departures
x3696,tuifly,active,2023-05-20t06:15:00.000,2023-05-20t06:25:00.000,2023-05-20 06:33:00,2023-05-20,06:33:00,18,Shoulder hour flights
u22801,easyjet,active,2023-05-20t15:20:00.000,2023-05-20t15:20:00.000,2023-05-20 15:34:00,2023-05-20,15:34:00,14,Regular departures
fr2798,ryanair,active,2023-05-20t15:35:00.000,2023-05-20t15:50:00.000,2023-05-20 15:37:00,2023-05-20,15:37:00,3,Regular departures
u22923,easyjet,active,2023-05-20t15:40:00.000,2023-05-20t15:40:00.000,2023-05-20 15:57:00,2023-05-20,15:57:00,17,Regular departures
x36654,tuifly,active,2023-05-20t16:10:00.000,2023-05-20t16:16:00.000,2023-05-20 16:21:00,2023-05-20,16:21:00,12,Regular departures
fr1591,ryanair,active,2023-05-20t16:15:00.000,2023-05-20t16:30:00.000,2023-05-20 16:24:00,2023-05-20,16:24:00,10,Regular departures
u22851,easyjet,active,2023-05-20t16:20:00.000,2023-05-20t17:09:00.000,2023-05-20 17:07:00,2023-05-20,17:07:00,48,Regular departures
u22809,easyjet,active,2023-05-20t16:50:00.000,2023-05-20t17:19:00.000,2023-05-20 17:32:00,2023-05-20,17:32:00,42,Regular departures
u22729,easyjet,active,2023-05-20t17:20:00.000,2023-05-20t17:20:00.000,2023-05-20 17:47:00,2023-05-20,17:47:00,27,Regular departures
ey5802,etihad airways,active,2023-05-20t17:30:00.000,2023-05-20t17:30:00.000,2023-05-20 17:39:00,2023-05-20,17:39:00,10,Regular departures
kq1054,kenya airways,active,2023-05-20t17:30:00.000,2023-05-20t17:30:00.000,2023-05-20 17:39:00,2023-05-20,17:39:00,10,Regular departures
vs7046,virgin atlantic,active,2023-05-20t17:30:00.000,2023-05-20t17:30:00.000,2023-05-20 17:39:00,2023-05-20,17:39:00,10,Regular departures
kl1054,klm,active,2023-05-20t17:30:00.000,2023-05-20t17:30:00.000,2023-05-20 17:39:00,2023-05-20,17:39:00,10,Regular departures
lh973,lufthansa,active,2023-05-20t17:45:00.000,2023-05-20t17:50:00.000,2023-05-20 17:56:00,2023-05-20,17:56:00,11,Regular departures
u22765,easyjet,active,2023-05-20t18:00:00.000,2023-05-20t18:04:00.000,2023-05-20 18:17:00,2023-05-20,18:17:00,18,Regular departures
xc3336,corendon air,active,2023-05-20t18:15:00.000,2023-05-20t18:15:00.000,2023-05-20 18:55:00,2023-05-20,18:55:00,40,Regular departures
u22875,easyjet,active,2023-05-20t18:20:00.000,2023-05-20t18:42:00.000,2023-05-20 19:07:00,2023-05-20,19:07:00,47,Regular departures
u22775,easyjet,active,2023-05-20t18:50:00.000,2023-05-20t19:09:00.000,2023-05-20 19:35:00,2023-05-20,19:35:00,46,Regular departures
fr9336,ryanair,active,2023-05-20t19:05:00.000,2023-05-20t19:05:00.000,2023-05-20 19:29:00,2023-05-20,19:29:00,25,Regular departures
u22727,easyjet,active,2023-05-20t19:10:00.000,2023-05-20t19:10:00.000,2023-05-20 19:22:00,2023-05-20,19:22:00,13,Regular departures
fr3560,ryanair,active,2023-05-20t19:30:00.000,2023-05-20t19:55:00.000,2023-05-20 20:08:00,2023-05-20,20:08:00,39,Regular departures
u27004,easyjet,active,2023-05-20t19:45:00.000,2023-05-20t19:45:00.000,2023-05-20 20:03:00,2023-05-20,20:03:00,19,Regular departures
u22725,easyjet,active,2023-05-20t19:55:00.000,2023-05-20t19:55:00.000,2023-05-20 20:10:00,2023-05-20,20:10:00,16,Regular departures
u27268,easyjet,active,2023-05-20t19:55:00.000,2023-05-20t20:21:00.000,2023-05-20 20:41:00,2023-05-20,20:41:00,47,Regular departures
fr509,ryanair,active,2023-05-20t20:35:00.000,2023-05-20t20:35:00.000,2023-05-20 20:34:00,2023-05-20,20:34:00,0,Regular departures
si491,blue islands,active,2023-05-20t18:10:00.000,2023-05-20t18:20:00.000,2023-05-20 18:34:00,2023-05-20,18:34:00,24,Regular departures
