flight_number,airline_name,flight_status,scheduled_departure,estimated_departure,actual_departure,departure_date,departure_time,departure_delay,flight_type
si7046,sierra pacific airlines,active,2024-01-24t19:55:00.000,2024-01-24t19:55:00.000,2024-01-24 19:49:00,2024-01-24,19:49:00,0,Regular departures
lm46,loganair,active,2024-01-24t19:55:00.000,2024-01-24t19:55:00.000,2024-01-24 19:49:00,2024-01-24,19:49:00,0,Regular departures
,bae systems marine,active,2024-01-24t08:50:00.000,2024-01-24t09:05:00.000,2024-01-24 08:48:00,2024-01-24,08:48:00,0,Regular departures
,capital air ambulance,active,2024-01-24t09:00:00.000,2024-01-24t09:15:00.000,2024-01-24 08:57:00,2024-01-24,08:57:00,0,Regular departures
,bae systems marine,active,2024-01-24t17:35:00.000,2024-01-24t17:50:00.000,2024-01-24 17:41:00,2024-01-24,17:41:00,7,Regular departures
,vistajet,active,2024-01-24t12:15:00.000,2024-01-24t12:30:00.000,2024-01-24 12:25:00,2024-01-24,12:25:00,11,Regular departures
u22871,easyjet,active,2024-01-24t06:40:00.000,2024-01-24t06:40:00.000,2024-01-24 06:39:00,2024-01-24,06:39:00,0,Shoulder hour flights
u2213,easyjet,active,2024-01-24t07:00:00.000,2024-01-24t07:00:00.000,2024-01-24 07:09:00,2024-01-24,07:09:00,9,Regular departures
u22921,easyjet,active,2024-01-24t07:45:00.000,2024-01-24t07:45:00.000,2024-01-24 08:09:00,2024-01-24,08:09:00,25,Regular departures
u2237,easyjet,active,2024-01-24t08:05:00.000,2024-01-24t08:05:00.000,2024-01-24 08:07:00,2024-01-24,08:07:00,2,Regular departures
u22719,easyjet,active,2024-01-24t08:05:00.000,2024-01-24t08:05:00.000,2024-01-24 08:13:00,2024-01-24,08:13:00,9,Regular departures
ba8937,british airways,active,2024-01-24t08:05:00.000,2024-01-24t08:05:00.000,2024-01-24 08:14:00,2024-01-24,08:14:00,10,Regular departures
ei3281,aer lingus,active,2024-01-24t08:05:00.000,2024-01-24t08:05:00.000,2024-01-24 08:14:00,2024-01-24,08:14:00,10,Regular departures
fr6221,ryanair,active,2024-01-24t09:05:00.000,2024-01-24t09:05:00.000,2024-01-24 09:13:00,2024-01-24,09:13:00,8,Regular departures
u2324,easyjet,active,2024-01-24t09:05:00.000,2024-01-24t09:05:00.000,2024-01-24 09:06:00,2024-01-24,09:06:00,1,Regular departures
fr505,ryanair,active,2024-01-24t09:20:00.000,2024-01-24t09:35:00.000,2024-01-24 09:39:00,2024-01-24,09:39:00,19,Regular departures
ls1827,jet2,active,2024-01-24t10:00:00.000,2024-01-24t10:00:00.000,2024-01-24 10:10:00,2024-01-24,10:10:00,11,Regular departures
u22885,easyjet,active,2024-01-24t10:35:00.000,2024-01-24t10:35:00.000,2024-01-24 10:31:00,2024-01-24,10:31:00,0,Regular departures
tp7609,tap air portugal,active,2024-01-24t11:05:00.000,2024-01-24t11:47:00.000,2024-01-24 11:44:00,2024-01-24,11:44:00,39,Regular departures
lh971,lufthansa,active,2024-01-24t11:05:00.000,2024-01-24t11:47:00.000,2024-01-24 11:44:00,2024-01-24,11:44:00,39,Regular departures
u2215,easyjet,active,2024-01-24t11:30:00.000,2024-01-24t11:30:00.000,2024-01-24 11:31:00,2024-01-24,11:31:00,1,Regular departures
u22901,easyjet,active,2024-01-24t11:30:00.000,2024-01-24t11:30:00.000,2024-01-24 11:36:00,2024-01-24,11:36:00,6,Regular departures
u22887,easyjet,active,2024-01-24t13:30:00.000,2024-01-24t13:42:00.000,2024-01-24 13:46:00,2024-01-24,13:46:00,16,Regular departures
u22781,easyjet,active,2024-01-24t13:55:00.000,2024-01-24t13:54:00.000,2024-01-24 13:57:00,2024-01-24,13:57:00,3,Regular departures
gr642,aurigny air services,active,2024-01-24t14:10:00.000,2024-01-24t14:10:00.000,2024-01-24 14:05:00,2024-01-24,14:05:00,0,Regular departures
u2205,easyjet,active,2024-01-24t14:35:00.000,2024-01-24t14:35:00.000,2024-01-24 14:33:00,2024-01-24,14:33:00,0,Regular departures
u2219,easyjet,active,2024-01-24t14:40:00.000,2024-01-24t14:40:00.000,2024-01-24 14:40:00,2024-01-24,14:40:00,1,Regular departures
fr4755,ryanair,active,2024-01-24t15:00:00.000,2024-01-24t15:15:00.000,2024-01-24 15:02:00,2024-01-24,15:02:00,2,Regular departures
fr4129,ryanair,active,2024-01-24t15:35:00.000,2024-01-24t15:35:00.000,2024-01-24 15:37:00,2024-01-24,15:37:00,3,Regular departures
u21444,easyjet,active,2024-01-24t15:45:00.000,2024-01-24t15:45:00.000,2024-01-24 15:50:00,2024-01-24,15:50:00,5,Regular departures
ba8867,british airways,active,2024-01-24t16:00:00.000,2024-01-24t16:00:00.000,2024-01-24 16:10:00,2024-01-24,16:10:00,11,Regular departures
ei3843,aer lingus,active,2024-01-24t16:00:00.000,2024-01-24t16:00:00.000,2024-01-24 16:10:00,2024-01-24,16:10:00,11,Regular departures
u22923,easyjet,active,2024-01-24t18:05:00.000,2024-01-24t18:05:00.000,2024-01-24 18:04:00,2024-01-24,18:04:00,0,Regular departures
u22775,easyjet,active,2024-01-24t18:30:00.000,2024-01-24t18:30:00.000,2024-01-24 18:27:00,2024-01-24,18:27:00,0,Regular departures
u2203,easyjet,active,2024-01-24t18:35:00.000,2024-01-24t18:35:00.000,2024-01-24 18:32:00,2024-01-24,18:32:00,0,Regular departures
u2217,easyjet,active,2024-01-24t18:35:00.000,2024-01-24t18:47:00.000,2024-01-24 18:54:00,2024-01-24,18:54:00,19,Regular departures
ba8943,british airways,active,2024-01-24t19:40:00.000,2024-01-24t19:40:00.000,2024-01-24 19:34:00,2024-01-24,19:34:00,0,Regular departures
ei3287,aer lingus,active,2024-01-24t19:40:00.000,2024-01-24t19:40:00.000,2024-01-24 19:34:00,2024-01-24,19:34:00,0,Regular departures
u22957,easyjet,active,2024-01-24t19:45:00.000,2024-01-24t19:45:00.000,2024-01-24 19:41:00,2024-01-24,19:41:00,0,Regular departures
ba7820,british airways,active,2024-01-24t19:55:00.000,2024-01-24t19:55:00.000,2024-01-24 19:49:00,2024-01-24,19:49:00,0,Regular departures
si7046,sierra pacific airlines,active,2024-01-24t19:55:00.000,2024-01-24t19:55:00.000,2024-01-24 19:49:00,2024-01-24,19:49:00,0,Regular departures
lm46,loganair,active,2024-01-24t19:55:00.000,2024-01-24t19:55:00.000,2024-01-24 19:49:00,2024-01-24,19:49:00,0,Regular departures
,bae systems marine,active,2024-01-24t08:50:00.000,2024-01-24t09:05:00.000,2024-01-24 08:48:00,2024-01-24,08:48:00,0,Regular departures
,capital air ambulance,active,2024-01-24t09:00:00.000,2024-01-24t09:15:00.000,2024-01-24 08:57:00,2024-01-24,08:57:00,0,Regular departures
,bae systems marine,active,2024-01-24t17:35:00.000,2024-01-24t17:50:00.000,2024-01-24 17:41:00,2024-01-24,17:41:00,7,Regular departures
,vistajet,active,2024-01-24t12:15:00.000,2024-01-24t12:30:00.000,2024-01-24 12:25:00,2024-01-24,12:25:00,11,Regular departures
