flight,categories,orig_icao,orig_iata,dest_icao,dest_iata,timestamp,flight_time,lat,lon,time_category
U26262,N/A,LCPH,PFO,EGGD,BRS,2023-01-28T23:59:59Z,Invalid Timestamp,51.40096,-2.27053,Unknown
U26262,N/A,LCPH,PFO,EGGD,BRS,2023-01-28T23:59:59Z,Invalid Timestamp,51.40096,-2.27053,Unknown
U26262,N/A,LCPH,PFO,EGGD,BRS,2023-01-28T23:59:59Z,Invalid Timestamp,51.40096,-2.27053,Unknown
U26262,N/A,LCPH,PFO,EGGD,BRS,2023-01-28T23:59:59Z,Invalid Timestamp,51.40096,-2.27053,Unknown
U26262,N/A,LCPH,PFO,EGGD,BRS,2023-01-28T23:59:59Z,Invalid Timestamp,51.40096,-2.27053,Unknown
U26262,N/A,LCPH,PFO,EGGD,BRS,2023-01-28T23:59:59Z,Invalid Timestamp,51.40096,-2.27053,Unknown
U26262,N/A,LCPH,PFO,EGGD,BRS,2023-01-28T23:59:59Z,Invalid Timestamp,51.40096,-2.27053,Unknown
U26262,N/A,LCPH,PFO,EGGD,BRS,2023-01-28T23:59:59Z,Invalid Timestamp,51.40096,-2.27053,Unknown
U26262,N/A,LCPH,PFO,EGGD,BRS,2023-01-28T23:59:59Z,Invalid Timestamp,51.40096,-2.27053,Unknown
U26262,N/A,LCPH,PFO,EGGD,BRS,2023-01-28T23:59:59Z,Invalid Timestamp,51.40096,-2.27053,Unknown
