flight_number,airline_name,flight_status,scheduled_departure,estimated_departure,actual_departure,departure_date,departure_time,departure_delay,flight_type
fr4440,ryanair,active,2023-07-03t05:55:00.000,2023-07-03t05:55:00.000,2023-07-03 06:00:00,2023-07-03,06:00:00,5,Shoulder hour flights
x36114,tuifly,active,2023-07-03t06:00:00.000,2023-07-03t06:10:00.000,2023-07-03 06:17:00,2023-07-03,06:17:00,17,Shoulder hour flights
x36148,tuifly,active,2023-07-03t06:00:00.000,2023-07-03t06:30:00.000,2023-07-03 06:33:00,2023-07-03,06:33:00,34,Shoulder hour flights
u22715,easyjet,active,2023-07-03t06:00:00.000,2023-07-03t06:20:00.000,2023-07-03 06:04:00,2023-07-03,06:04:00,5,Shoulder hour flights
u22709,easyjet,active,2023-07-03t06:00:00.000,2023-07-03t06:00:00.000,2023-07-03 06:06:00,2023-07-03,06:06:00,7,Shoulder hour flights
u22845,easyjet,active,2023-07-03t06:00:00.000,2023-07-03t06:00:00.000,2023-07-03 06:09:00,2023-07-03,06:09:00,10,Shoulder hour flights
u22891,easyjet,active,2023-07-03t06:05:00.000,2023-07-03t06:05:00.000,2023-07-03 06:14:00,2023-07-03,06:14:00,9,Shoulder hour flights
x36120,tuifly,active,2023-07-03t06:10:00.000,2023-07-03t06:10:00.000,2023-07-03 06:36:00,2023-07-03,06:36:00,26,Shoulder hour flights
u22805,easyjet,active,2023-07-03t06:10:00.000,2023-07-03t06:10:00.000,2023-07-03 06:19:00,2023-07-03,06:19:00,10,Shoulder hour flights
af5199,air france,active,2023-07-03t06:20:00.000,2023-07-03t06:20:00.000,2023-07-03 06:29:00,2023-07-03,06:29:00,10,Shoulder hour flights
az3737,alitalia,active,2023-07-03t06:20:00.000,2023-07-03t06:20:00.000,2023-07-03 06:29:00,2023-07-03,06:29:00,10,Shoulder hour flights
dl9422,delta air lines,active,2023-07-03t06:20:00.000,2023-07-03t06:20:00.000,2023-07-03 06:29:00,2023-07-03,06:29:00,10,Shoulder hour flights
ey7330,etihad airways,active,2023-07-03t06:20:00.000,2023-07-03t06:20:00.000,2023-07-03 06:29:00,2023-07-03,06:29:00,10,Shoulder hour flights
g35535,gol,active,2023-07-03t06:20:00.000,2023-07-03t06:20:00.000,2023-07-03 06:29:00,2023-07-03,06:29:00,10,Shoulder hour flights
kq1046,kenya airways,active,2023-07-03t06:20:00.000,2023-07-03t06:20:00.000,2023-07-03 06:29:00,2023-07-03,06:29:00,10,Shoulder hour flights
